#######################################################
#RayStationVersion:  	6.2.0.7
#PatientName:        	_CT Number Calibration_1
#PatientId:          	TOMO
#CoordinateSystem:   	IEC patient coordinate system
#######################################################
#LineName:           	1
#DoseName:           	Plan dose: TEST (CT 1)
#DoseEngine:         	Approximate: Collapsed Cone v3.4
#TreatmentMachine:   	Clinac-iXsn3694 Uncommissioned
#X [cm];Y [cm];Z [cm];Dose [cGy]
4.479; -0.050; 0.029; 0.157
4.489; -0.050; 0.029; 0.157
4.499; -0.050; 0.029; 0.157
4.509; -0.050; 0.029; 0.156
4.519; -0.050; 0.029; 0.156
4.529; -0.050; 0.029; 0.156
4.539; -0.050; 0.029; 0.155
4.549; -0.050; 0.029; 0.155
4.559; -0.050; 0.029; 0.155
4.569; -0.050; 0.029; 0.154
4.579; -0.050; 0.029; 0.154
4.589; -0.050; 0.029; 0.154
4.599; -0.050; 0.029; 0.153
4.609; -0.050; 0.029; 0.151
4.619; -0.050; 0.029; 0.150
4.629; -0.050; 0.029; 0.148
4.639; -0.050; 0.029; 0.147
4.649; -0.050; 0.029; 0.145
4.659; -0.050; 0.028; 0.144
4.669; -0.050; 0.028; 0.142
4.679; -0.050; 0.028; 0.141
4.689; -0.050; 0.028; 0.139
4.699; -0.050; 0.028; 0.138
4.709; -0.050; 0.028; 0.136
4.719; -0.050; 0.028; 0.135
4.729; -0.050; 0.028; 0.133
4.739; -0.050; 0.028; 0.132
4.749; -0.050; 0.028; 0.130
4.759; -0.050; 0.028; 0.129
4.769; -0.050; 0.028; 0.127
4.779; -0.050; 0.028; 0.126
4.789; -0.050; 0.028; 0.124
4.799; -0.050; 0.028; 0.123
4.809; -0.050; 0.028; 0.121
4.819; -0.050; 0.028; 0.120
4.829; -0.050; 0.028; 0.118
4.839; -0.050; 0.028; 0.117
4.849; -0.050; 0.027; 0.115
4.859; -0.050; 0.027; 0.114
4.869; -0.050; 0.027; 0.112
4.879; -0.050; 0.027; 0.111
4.889; -0.050; 0.027; 0.109
4.899; -0.050; 0.027; 0.107
4.909; -0.050; 0.027; 0.104
4.919; -0.050; 0.027; 0.101
4.929; -0.050; 0.027; 0.098
4.939; -0.050; 0.027; 0.096
4.949; -0.050; 0.027; 0.093
4.959; -0.050; 0.027; 0.090
4.969; -0.050; 0.027; 0.087
4.979; -0.050; 0.027; 0.084
4.989; -0.050; 0.027; 0.081
4.999; -0.050; 0.027; 0.079
5.009; -0.050; 0.027; 0.076
5.019; -0.050; 0.027; 0.073
5.029; -0.050; 0.027; 0.070
5.039; -0.050; 0.027; 0.067
5.049; -0.050; 0.026; 0.065
5.059; -0.050; 0.026; 0.062
5.069; -0.050; 0.026; 0.059
5.079; -0.050; 0.026; 0.056
5.089; -0.050; 0.026; 0.053
5.099; -0.050; 0.026; 0.050
5.109; -0.050; 0.026; 0.048
5.119; -0.050; 0.026; 0.045
5.129; -0.050; 0.026; 0.042
5.139; -0.050; 0.026; 0.039
5.149; -0.050; 0.026; 0.036
5.159; -0.050; 0.026; 0.034
5.169; -0.050; 0.026; 0.031
5.179; -0.050; 0.026; 0.028
5.189; -0.050; 0.026; 0.025
5.199; -0.050; 0.026; 0.024
5.209; -0.050; 0.026; 0.023
5.219; -0.050; 0.026; 0.023
5.229; -0.050; 0.026; 0.022
5.239; -0.050; 0.025; 0.021
5.249; -0.050; 0.025; 0.021
5.259; -0.050; 0.025; 0.020
5.269; -0.050; 0.025; 0.019
5.279; -0.050; 0.025; 0.019
5.289; -0.050; 0.025; 0.018
5.299; -0.050; 0.025; 0.017
5.309; -0.050; 0.025; 0.017
5.319; -0.050; 0.025; 0.016
5.329; -0.050; 0.025; 0.015
5.339; -0.050; 0.025; 0.015
5.349; -0.050; 0.025; 0.014
5.359; -0.050; 0.025; 0.013
5.369; -0.050; 0.025; 0.013
5.379; -0.050; 0.025; 0.012
5.389; -0.050; 0.025; 0.011
5.399; -0.050; 0.025; 0.011
5.409; -0.050; 0.025; 0.010
5.419; -0.050; 0.025; 0.009
5.429; -0.050; 0.024; 0.009
5.439; -0.050; 0.024; 0.008
5.449; -0.050; 0.024; 0.007
5.459; -0.050; 0.024; 0.007
5.469; -0.050; 0.024; 0.006
5.479; -0.050; 0.024; 0.005
5.489; -0.050; 0.024; 0.005
5.499; -0.050; 0.024; 0.004
5.509; -0.050; 0.024; 0.004
5.519; -0.050; 0.024; 0.004
5.529; -0.050; 0.024; 0.004
5.539; -0.050; 0.024; 0.004
5.549; -0.050; 0.024; 0.004
5.559; -0.050; 0.024; 0.004
5.569; -0.050; 0.024; 0.004
5.579; -0.050; 0.024; 0.004
5.589; -0.050; 0.024; 0.004
5.599; -0.050; 0.024; 0.004
5.609; -0.050; 0.024; 0.003
5.619; -0.050; 0.023; 0.003
5.629; -0.050; 0.023; 0.003
5.639; -0.050; 0.023; 0.003
5.648; -0.050; 0.023; 0.003
5.658; -0.050; 0.023; 0.003
5.668; -0.050; 0.023; 0.003
5.678; -0.050; 0.023; 0.003
5.688; -0.050; 0.023; 0.003
5.698; -0.050; 0.023; 0.003
5.708; -0.050; 0.023; 0.003
5.718; -0.050; 0.023; 0.003
5.728; -0.050; 0.023; 0.002
5.738; -0.050; 0.023; 0.002
5.748; -0.050; 0.023; 0.002
5.758; -0.050; 0.023; 0.002
5.768; -0.050; 0.023; 0.002
5.778; -0.050; 0.023; 0.002
5.788; -0.050; 0.023; 0.002
5.798; -0.050; 0.023; 0.002
5.808; -0.050; 0.022; 0.002
5.818; -0.050; 0.022; 0.002
5.828; -0.050; 0.022; 0.002
5.838; -0.050; 0.022; 0.002
5.848; -0.050; 0.022; 0.002
5.858; -0.050; 0.022; 0.002
5.868; -0.050; 0.022; 0.002
5.878; -0.050; 0.022; 0.002
5.888; -0.050; 0.022; 0.002
5.898; -0.050; 0.022; 0.002
5.908; -0.050; 0.022; 0.002
5.918; -0.050; 0.022; 0.002
5.928; -0.050; 0.022; 0.002
5.938; -0.050; 0.022; 0.002
5.948; -0.050; 0.022; 0.002
5.958; -0.050; 0.022; 0.002
5.968; -0.050; 0.022; 0.002
5.978; -0.050; 0.022; 0.002
5.988; -0.050; 0.022; 0.002
5.998; -0.050; 0.022; 0.002
6.008; -0.050; 0.021; 0.002
6.018; -0.050; 0.021; 0.002
6.028; -0.050; 0.021; 0.002
6.038; -0.050; 0.021; 0.002
6.048; -0.050; 0.021; 0.002
6.058; -0.050; 0.021; 0.002
6.068; -0.050; 0.021; 0.002
6.078; -0.050; 0.021; 0.002
6.088; -0.050; 0.021; 0.002
6.098; -0.050; 0.021; 0.002
6.108; -0.050; 0.021; 0.002
6.118; -0.050; 0.021; 0.002
6.128; -0.050; 0.021; 0.002
6.138; -0.050; 0.021; 0.002
6.148; -0.050; 0.021; 0.002
6.158; -0.050; 0.021; 0.002
6.168; -0.050; 0.021; 0.002
6.178; -0.050; 0.021; 0.002
6.188; -0.050; 0.021; 0.002
6.198; -0.050; 0.020; 0.002
6.208; -0.050; 0.020; 0.001
6.218; -0.050; 0.020; 0.001
6.228; -0.050; 0.020; 0.001
6.238; -0.050; 0.020; 0.001
6.248; -0.050; 0.020; 0.001
6.258; -0.050; 0.020; 0.001
6.268; -0.050; 0.020; 0.001
6.278; -0.050; 0.020; 0.001
6.288; -0.050; 0.020; 0.001
6.298; -0.050; 0.020; 0.001
6.308; -0.050; 0.020; 0.001
6.318; -0.050; 0.020; 0.001
6.328; -0.050; 0.020; 0.001
6.338; -0.050; 0.020; 0.001
6.348; -0.050; 0.020; 0.001
6.358; -0.050; 0.020; 0.001
6.368; -0.050; 0.020; 0.001
6.378; -0.050; 0.020; 0.001
6.388; -0.050; 0.019; 0.001
6.398; -0.050; 0.019; 0.001
6.408; -0.050; 0.019; 0.001
6.418; -0.050; 0.019; 0.001
6.428; -0.050; 0.019; 0.001
6.438; -0.050; 0.019; 0.001
6.448; -0.050; 0.019; 0.001
6.458; -0.050; 0.019; 0.001
6.468; -0.050; 0.019; 0.001
6.478; -0.050; 0.019; 0.001
6.488; -0.050; 0.019; 0.001
6.498; -0.050; 0.019; 0.001
6.508; -0.050; 0.019; 0.001
6.518; -0.050; 0.019; 0.001
6.528; -0.050; 0.019; 0.001
6.538; -0.050; 0.019; 0.001
6.548; -0.050; 0.019; 0.001
6.558; -0.050; 0.019; 0.001
6.568; -0.050; 0.019; 0.001
6.578; -0.050; 0.018; 0.001
6.588; -0.050; 0.018; 0.001
6.598; -0.050; 0.018; 0.001
6.608; -0.050; 0.018; 0.001
6.618; -0.050; 0.018; 0.001
6.628; -0.050; 0.018; 0.001
6.638; -0.050; 0.018; 0.001
6.648; -0.050; 0.018; 0.001
6.658; -0.050; 0.018; 0.001
6.668; -0.050; 0.018; 0.001
6.678; -0.050; 0.018; 0.001
6.688; -0.050; 0.018; 0.001
6.698; -0.050; 0.018; 0.001
6.708; -0.050; 0.018; 0.001
6.718; -0.050; 0.018; 0.001
6.728; -0.050; 0.018; 0.001
6.738; -0.050; 0.018; 0.001
6.748; -0.050; 0.018; 0.001
6.758; -0.050; 0.018; 0.001
6.768; -0.050; 0.017; 0.001
6.778; -0.050; 0.017; 0.001
6.788; -0.050; 0.017; 0.001
6.798; -0.050; 0.017; 0.001
6.808; -0.050; 0.017; 0.001
6.818; -0.050; 0.017; 0.001
6.828; -0.050; 0.017; 0.001
6.838; -0.050; 0.017; 0.001
6.848; -0.050; 0.017; 0.001
6.858; -0.050; 0.017; 0.001
6.868; -0.050; 0.017; 0.001
6.878; -0.050; 0.017; 0.001
6.888; -0.050; 0.017; 0.001
6.898; -0.050; 0.017; 0.001
6.908; -0.050; 0.017; 0.001
6.918; -0.050; 0.017; 0.001
6.928; -0.050; 0.017; 0.001
6.938; -0.050; 0.017; 0.001
6.948; -0.050; 0.017; 0.001
6.958; -0.050; 0.017; 0.001
6.968; -0.050; 0.016; 0.001
6.978; -0.050; 0.016; 0.001
6.988; -0.050; 0.016; 0.001
6.998; -0.050; 0.016; 0.001
7.008; -0.050; 0.016; 0.001
7.017; -0.050; 0.016; 0.001
7.027; -0.050; 0.016; 0.001
7.037; -0.050; 0.016; 0.001
7.047; -0.050; 0.016; 0.001
7.057; -0.050; 0.016; 0.001
7.067; -0.050; 0.016; 0.001
7.077; -0.050; 0.016; 0.001
7.087; -0.050; 0.016; 0.001
7.097; -0.050; 0.016; 0.001
7.107; -0.050; 0.016; 0.001
7.117; -0.050; 0.016; 0.001
7.127; -0.050; 0.016; 0.001
7.137; -0.050; 0.016; 0.001
7.147; -0.050; 0.016; 0.001
7.157; -0.050; 0.015; 0.001
7.167; -0.050; 0.015; 0.001
7.177; -0.050; 0.015; 0.001
7.187; -0.050; 0.015; 0.001
7.197; -0.050; 0.015; 0.001
7.207; -0.050; 0.015; 0.001
7.217; -0.050; 0.015; 0.001
7.227; -0.050; 0.015; 0.001
7.237; -0.050; 0.015; 0.001
7.247; -0.050; 0.015; 0.001
7.257; -0.050; 0.015; 0.001
7.267; -0.050; 0.015; 0.001
7.277; -0.050; 0.015; 0.001
7.287; -0.050; 0.015; 0.001
7.297; -0.050; 0.015; 0.001
7.307; -0.050; 0.015; 0.001
7.317; -0.050; 0.015; 0.001
7.327; -0.050; 0.015; 0.001
7.337; -0.050; 0.015; 0.001
7.347; -0.050; 0.014; 0.001
7.357; -0.050; 0.014; 0.001
7.367; -0.050; 0.014; 0.001
7.377; -0.050; 0.014; 0.001
7.387; -0.050; 0.014; 0.001
7.397; -0.050; 0.014; 0.001
7.407; -0.050; 0.014; 0.001
7.417; -0.050; 0.014; 0.001
7.427; -0.050; 0.014; 0.001
7.437; -0.050; 0.014; 0.001
7.447; -0.050; 0.014; 0.001
7.457; -0.050; 0.014; 0.001
7.467; -0.050; 0.014; 0.001
7.477; -0.050; 0.014; 0.001
7.487; -0.050; 0.014; 0.001
7.497; -0.050; 0.014; 0.001
7.507; -0.050; 0.014; 0.001
7.517; -0.050; 0.014; 0.001
7.527; -0.050; 0.014; 0.001
7.537; -0.050; 0.013; 0.001
7.547; -0.050; 0.013; 0.001
7.557; -0.050; 0.013; 0.001
7.567; -0.050; 0.013; 0.001
7.577; -0.050; 0.013; 0.001
7.587; -0.050; 0.013; 0.001
7.597; -0.050; 0.013; 0.001
7.607; -0.050; 0.013; 0.001
7.617; -0.050; 0.013; 0.001
7.627; -0.050; 0.013; 0.001
7.637; -0.050; 0.013; 0.001
7.647; -0.050; 0.013; 0.001
7.657; -0.050; 0.013; 0.001
7.667; -0.050; 0.013; 0.001
7.677; -0.050; 0.013; 0.001
7.687; -0.050; 0.013; 0.001
7.697; -0.050; 0.013; 0.001
7.707; -0.050; 0.013; 0.001
7.717; -0.050; 0.013; 0.001
7.727; -0.050; 0.013; 0.001
7.737; -0.050; 0.012; 0.001
7.747; -0.050; 0.012; 0.001
7.757; -0.050; 0.012; 0.001
7.767; -0.050; 0.012; 0.001
7.777; -0.050; 0.012; 0.001
7.787; -0.050; 0.012; 0.001
7.797; -0.050; 0.012; 0.001
7.807; -0.050; 0.012; 0.001
7.817; -0.050; 0.012; 0.001
7.827; -0.050; 0.012; 0.001
7.837; -0.050; 0.012; 0.001
7.847; -0.050; 0.012; 0.001
7.857; -0.050; 0.012; 0.001
7.867; -0.050; 0.012; 0.001
7.877; -0.050; 0.012; 0.001
7.887; -0.050; 0.012; 0.001
7.897; -0.050; 0.012; 0.001
7.907; -0.050; 0.012; 0.001
7.917; -0.050; 0.012; 0.001
7.927; -0.050; 0.011; 0.001
7.937; -0.050; 0.011; 0.001
7.947; -0.050; 0.011; 0.001
7.957; -0.050; 0.011; 0.001
7.967; -0.050; 0.011; 0.001
7.977; -0.050; 0.011; 0.001
7.987; -0.050; 0.011; 0.001
7.997; -0.050; 0.011; 0.001
8.007; -0.050; 0.011; 0.001
8.017; -0.050; 0.011; 0.001
8.027; -0.050; 0.011; 0.001
8.037; -0.050; 0.011; 0.001
8.047; -0.050; 0.011; 0.001
8.057; -0.050; 0.011; 0.001
8.067; -0.050; 0.011; 0.001
8.077; -0.050; 0.011; 0.001
8.087; -0.050; 0.011; 0.001
8.097; -0.050; 0.011; 0.001
8.107; -0.050; 0.011; 0.001
8.117; -0.050; 0.010; 0.001
8.127; -0.050; 0.010; 0.001
8.137; -0.050; 0.010; 0.001
8.147; -0.050; 0.010; 0.001
8.157; -0.050; 0.010; 0.001
8.167; -0.050; 0.010; 0.001
8.177; -0.050; 0.010; 0.001
8.187; -0.050; 0.010; 0.001
8.197; -0.050; 0.010; 0.001
8.207; -0.050; 0.010; 0.001
8.217; -0.050; 0.010; 0.001
8.227; -0.050; 0.010; 0.001
8.237; -0.050; 0.010; 0.001
8.247; -0.050; 0.010; 0.001
8.257; -0.050; 0.010; 0.001
8.267; -0.050; 0.010; 0.001
8.277; -0.050; 0.010; 0.001
8.287; -0.050; 0.010; 0.001
8.297; -0.050; 0.010; 0.001
8.307; -0.050; 0.009; 0.001
8.317; -0.050; 0.009; 0.001
8.327; -0.050; 0.009; 0.001
8.337; -0.050; 0.009; 0.001
8.347; -0.050; 0.009; 0.001
8.357; -0.050; 0.009; 0.001
8.367; -0.050; 0.009; 0.001
8.377; -0.050; 0.009; 0.001
8.387; -0.050; 0.009; 0.001
8.396; -0.050; 0.009; 0.001
8.406; -0.050; 0.009; 0.001
8.416; -0.050; 0.009; 0.001
8.426; -0.050; 0.009; 0.001
8.436; -0.050; 0.009; 0.001
8.446; -0.050; 0.009; 0.001
8.456; -0.050; 0.009; 0.001
8.466; -0.050; 0.009; 0.001
8.476; -0.050; 0.009; 0.001
8.486; -0.050; 0.009; 0.001
8.496; -0.050; 0.008; 0.001
8.506; -0.050; 0.008; 0.001
8.516; -0.050; 0.008; 0.001
8.526; -0.050; 0.008; 0.001
8.536; -0.050; 0.008; 0.001
8.546; -0.050; 0.008; 0.001
8.556; -0.050; 0.008; 0.001
8.566; -0.050; 0.008; 0.001
8.576; -0.050; 0.008; 0.001
8.586; -0.050; 0.008; 0.001
8.596; -0.050; 0.008; 0.001
8.606; -0.050; 0.008; 0.001
8.616; -0.050; 0.008; 0.001
8.626; -0.050; 0.008; 0.001
8.636; -0.050; 0.008; 0.001
8.646; -0.050; 0.008; 0.001
8.656; -0.050; 0.008; 0.001
8.666; -0.050; 0.008; 0.001
8.676; -0.050; 0.008; 0.001
8.686; -0.050; 0.008; 0.001
8.696; -0.050; 0.007; 0.001
8.706; -0.050; 0.007; 0.001
8.716; -0.050; 0.007; 0.001
8.726; -0.050; 0.007; 0.001
8.736; -0.050; 0.007; 0.001
8.746; -0.050; 0.007; 0.001
8.756; -0.050; 0.007; 0.001
8.766; -0.050; 0.007; 0.001
8.776; -0.050; 0.007; 0.001
8.786; -0.050; 0.007; 0.001
8.796; -0.050; 0.007; 0.001
8.806; -0.050; 0.007; 0.001
8.816; -0.050; 0.007; 0.001
8.826; -0.050; 0.007; 0.001
8.836; -0.050; 0.007; 0.001
8.846; -0.050; 0.007; 0.001
8.856; -0.050; 0.007; 0.001
8.866; -0.050; 0.007; 0.001
8.876; -0.050; 0.007; 0.001
8.886; -0.050; 0.006; 0.001
8.896; -0.050; 0.006; 0.001
8.906; -0.050; 0.006; 0.001
8.916; -0.050; 0.006; 0.001
8.926; -0.050; 0.006; 0.001
8.936; -0.050; 0.006; 0.001
8.946; -0.050; 0.006; 0.001
8.956; -0.050; 0.006; 0.001
8.966; -0.050; 0.006; 0.001
8.976; -0.050; 0.006; 0.001
8.986; -0.050; 0.006; 0.001
8.996; -0.050; 0.006; 0.001
9.006; -0.050; 0.006; 0.001
9.016; -0.050; 0.006; 0.001
9.026; -0.050; 0.006; 0.001
9.036; -0.050; 0.006; 0.001
9.046; -0.050; 0.006; 0.001
9.056; -0.050; 0.006; 0.001
9.066; -0.050; 0.006; 0.001
9.076; -0.050; 0.005; 0.001
9.086; -0.050; 0.005; 0.001
9.096; -0.050; 0.005; 0.001
9.106; -0.050; 0.005; 0.001
9.116; -0.050; 0.005; 0.001
9.126; -0.050; 0.005; 0.001
9.136; -0.050; 0.005; 0.001
9.146; -0.050; 0.005; 0.001
9.156; -0.050; 0.005; 0.001
9.166; -0.050; 0.005; 0.001
9.176; -0.050; 0.005; 0.001
9.186; -0.050; 0.005; 0.001
9.196; -0.050; 0.005; 0.001
9.206; -0.050; 0.005; 0.001
9.216; -0.050; 0.005; 0.001
9.226; -0.050; 0.005; 0.001
9.236; -0.050; 0.005; 0.001
9.246; -0.050; 0.005; 0.001
9.256; -0.050; 0.005; 0.001
9.266; -0.050; 0.004; 0.001
9.276; -0.050; 0.004; 0.001
9.286; -0.050; 0.004; 0.001
9.296; -0.050; 0.004; 0.001
9.306; -0.050; 0.004; 0.001
9.316; -0.050; 0.004; 0.001
9.326; -0.050; 0.004; 0.001
9.336; -0.050; 0.004; 0.001
9.346; -0.050; 0.004; 0.001
9.356; -0.050; 0.004; 0.001
9.366; -0.050; 0.004; 0.001
9.376; -0.050; 0.004; 0.001
9.386; -0.050; 0.004; 0.001
9.396; -0.050; 0.004; 0.001
9.406; -0.050; 0.004; 0.001
9.416; -0.050; 0.004; 0.001
9.426; -0.050; 0.004; 0.001
9.436; -0.050; 0.004; 0.001
9.446; -0.050; 0.004; 0.001
9.456; -0.050; 0.003; 0.001
9.466; -0.050; 0.003; 0.001
9.476; -0.050; 0.003; 0.001
9.486; -0.050; 0.003; 0.001
9.496; -0.050; 0.003; 0.001
9.506; -0.050; 0.003; 0.001
9.516; -0.050; 0.003; 0.001
9.526; -0.050; 0.003; 0.001
9.536; -0.050; 0.003; 0.001
9.546; -0.050; 0.003; 0.001
9.556; -0.050; 0.003; 0.001
9.566; -0.050; 0.003; 0.001
9.576; -0.050; 0.003; 0.001
9.586; -0.050; 0.003; 0.001
9.596; -0.050; 0.003; 0.001
9.606; -0.050; 0.003; 0.001
9.616; -0.050; 0.003; 0.001
9.626; -0.050; 0.003; 0.001
9.636; -0.050; 0.003; 0.001
9.646; -0.050; 0.003; 0.001
9.656; -0.050; 0.002; 0.001
9.666; -0.050; 0.002; 0.001
9.676; -0.050; 0.002; 0.001
9.686; -0.050; 0.002; 0.001
9.696; -0.050; 0.002; 0.001
9.706; -0.050; 0.002; 0.001
9.716; -0.050; 0.002; 0.001
9.726; -0.050; 0.002; 0.001
9.736; -0.050; 0.002; 0.001
9.746; -0.050; 0.002; 0.001
9.756; -0.050; 0.002; 0.001
9.765; -0.050; 0.002; 0.001
9.775; -0.050; 0.002; 0.001
9.785; -0.050; 0.002; 0.001
9.795; -0.050; 0.002; 0.001
9.805; -0.050; 0.002; 0.001
9.815; -0.050; 0.002; 0.001
9.825; -0.050; 0.002; 0.001
9.835; -0.050; 0.002; 0.001
9.845; -0.050; 0.001; 0.001
9.855; -0.050; 0.001; 0.001
9.865; -0.050; 0.001; 0.001
9.875; -0.050; 0.001; 0.001
9.885; -0.050; 0.001; 0.001
9.895; -0.050; 0.001; 0.001
9.905; -0.050; 0.001; 0.001
9.915; -0.050; 0.001; 0.001
9.925; -0.050; 0.001; 0.001
9.935; -0.050; 0.001; 0.001
9.945; -0.050; 0.001; 0.001
9.955; -0.050; 0.001; 0.001
9.965; -0.050; 0.001; 0.001
9.975; -0.050; 0.001; 0.001
9.985; -0.050; 0.001; 0.001
9.995; -0.050; 0.001; 0.001
10.005; -0.050; 0.001; 0.001
10.015; -0.050; 0.001; 0.001
10.025; -0.050; 0.001; 0.001
10.035; -0.050; 0.000; 0.001
10.045; -0.050; 0.000; 0.001
10.055; -0.050; 0.000; 0.001
10.065; -0.050; 0.000; 0.001
10.075; -0.050; 0.000; 0.001
10.085; -0.050; 0.000; 0.001
10.095; -0.050; 0.000; 0.001
10.105; -0.050; 0.000; 0.001
10.115; -0.050; 0.000; 0.001
10.125; -0.050; 0.000; 0.001
10.135; -0.050; 0.000; 0.001
10.145; -0.050; 0.000; 0.002
10.155; -0.050; 0.000; 0.002
10.165; -0.050; 0.000; 0.002
10.175; -0.050; 0.000; 0.002
10.185; -0.050; 0.000; 0.002
#######################################################
